date,price,volume
2019-06-11,7927.71,17107279931.99
2019-06-12,8145.86,19034432883.38
2019-06-13,8230.92,18669407147.43
2019-06-14,8693.83,19831162905.97
2019-06-15,8838.38,18371033226.45
2019-06-16,8994.49,23348550310.97
2019-06-17,9320.35,15562951918.83
2019-06-18,9081.76,15848210535.50
2019-06-19,9273.52,15546809946.03
2019-06-20,9527.16,17846823783.90
2019-06-21,10144.56,20624008643.44
2019-06-22,10701.69,29995204860.64
2019-06-23,10855.37,20998326501.96
2019-06-24,11011.10,19271652364.85
2019-06-25,11790.92,24879684533.05
2019-06-26,13016.23,45105733173.19
2019-06-27,11182.81,39977475222.63
2019-06-28,12407.33,35087757765.86
2019-06-29,11959.37,29923961127.78
2019-06-30,10817.16,27256473494.47
2019-07-01,10583.13,29378589324.45
2019-07-02,10801.68,31015895222.96
2019-07-03,11961.27,30796494293.77
2019-07-04,11215.44,25920294033.34
2019-07-05,10978.46,23838480210.05
2019-07-06,11208.55,21092024306.26
2019-07-07,11450.85,19369044276.90
2019-07-08,12285.96,23482551458.31
2019-07-09,12573.81,28167921522.62
2019-07-10,12156.51,33627574244.06
2019-07-11,11358.66,28595327690.10
2019-07-12,11815.99,23534692796.61
2019-07-13,11392.38,21042616383.56
2019-07-14,10256.06,22486000001.35
2019-07-15,10895.09,25384047206.61
2019-07-16,9477.64,24151199069.75
2019-07-17,9693.80,24569921548.67
2019-07-18,10666.48,25187024648.17
2019-07-19,10530.73,20727426309.59
2019-07-20,10767.14,20206615154.65
2019-07-21,10599.11,17130580467.04
2019-07-22,10343.11,16334414913.20
2019-07-23,9900.77,17851916994.61
2019-07-24,9811.93,17398734321.63
2019-07-25,9911.84,15821952090.47
2019-07-26,9870.30,14495714483.23
2019-07-27,9477.68,16817809536.37
2019-07-28,9552.86,13738687092.78
2019-07-29,9519.15,13791445323.24
2019-07-30,9607.42,13829811132.08
2019-07-31,10085.63,16631520647.75
2019-08-01,10399.67,17165337857.81
2019-08-02,10518.17,17489094081.70
2019-08-03,10821.73,15352685060.58
2019-08-04,10970.18,16530894786.81
2019-08-05,11805.65,23875988832.34
2019-08-06,11478.17,23635107659.81
2019-08-07,11941.97,22194988641.22
2019-08-08,11966.41,19481591729.52
2019-08-09,11862.94,18339989959.51
2019-08-10,11354.02,18125355447.05
2019-08-11,11523.58,15774371517.99
2019-08-12,11382.62,13647198229.01
2019-08-13,10895.83,16681503536.97
2019-08-14,10051.70,19990838299.88
2019-08-15,10311.55,22899115082.14
2019-08-16,10374.34,20228207096.36
2019-08-17,10231.74,13778035685.02
2019-08-18,10345.81,12999813869.05
2019-08-19,10916.05,16038264603.26
2019-08-20,10763.23,15053082175.36
2019-08-21,10138.05,19473084767.83
2019-08-22,10131.06,17097508856.24
2019-08-23,10407.97,15627023886.22
2019-08-24,10159.96,15451030650.36
2019-08-25,10138.52,14153856609.65
2019-08-26,10370.82,18438654079.53
2019-08-27,10185.50,14762609502.77
2019-08-28,9754.42,17603790323.11
2019-08-29,9510.20,17045878500.79
2019-08-30,9598.17,13595263986.44
2019-08-31,9630.66,11454806419.01
2019-09-01,9757.97,11445355859.37
2019-09-02,10346.76,17248102293.80
2019-09-03,10623.54,19384917988.71
2019-09-04,10594.49,16742664768.54
2019-09-05,10575.53,14551239507.98
2019-09-06,10353.30,19536574782.88
2019-09-07,10517.25,15307366476.45
2019-09-08,10441.28,13670567492.76
2019-09-09,10334.97,17595943367.96
2019-09-10,10115.98,14906809639.11
2019-09-11,10178.37,15428063426.07
2019-09-12,10410.13,15323563925.02
2019-09-13,10360.55,14109864674.71
2019-09-14,10358.05,13468713124.12
2019-09-15,10347.71,12043433567.35
2019-09-16,10276.79,15160167778.76
2019-09-17,10241.27,15304603363.06
2019-09-18,10198.25,16169268880.20
2019-09-19,10266.41,19937691247.04
2019-09-20,10181.64,14734189639.28
2019-09-21,10019.72,13425266806.33
2019-09-22,10070.39,13199651698.47
2019-09-23,9729.32,15144925408.11
2019-09-24,8620.57,25002886688.93
2019-09-25,8486.99,21744728352.61
2019-09-26,8118.97,19258205289.35
2019-09-27,8251.85,16408941155.51
2019-09-28,8245.92,14141152736.19
2019-09-29,8104.19,13034629108.50
2019-09-30,8293.87,17115474183.47
2019-10-01,8343.28,15305343412.83
2019-10-02,8393.04,13125712442.69
2019-10-03,8259.99,13668823409.37
2019-10-04,8205.94,13139456229.41
2019-10-05,8151.50,12200497197.22
2019-10-06,7988.16,13160830305.19
2019-10-07,8245.62,18009742607.44
2019-10-08,8228.78,15592264032.12
2019-10-09,8595.74,19384942333.22
2019-10-10,8586.47,17618660671.42
2019-10-11,8321.76,19604381101.23
2019-10-12,8336.56,14532641604.53
2019-10-13,8321.01,13808286058.98
2019-10-14,8374.69,15151387859.02
2019-10-15,8205.37,15220412631.58
2019-10-16,8047.53,16071646995.52
2019-10-17,8103.91,14313052244.08
2019-10-18,7973.21,15651592610.22
2019-10-19,7988.56,13797825640.24
2019-10-20,8222.08,15504249442.11
2019-10-21,8243.72,15868748865.70
2019-10-22,8078.20,16803377856.54
2019-10-23,7514.67,21942878957.54
2019-10-24,7493.49,16268708848.76
2019-10-25,8660.70,28705065488.25
2019-10-26,9244.97,44496255608.75
2019-10-27,9551.71,32593129500.74
2019-10-28,9256.15,30948255331.82
2019-10-29,9427.69,28426779937.41
2019-10-30,9205.73,27706531577.46
2019-10-31,9199.58,26583653946.63
2019-11-01,9261.10,24324691031.33
2019-11-02,9324.72,21242676385.33
2019-11-03,9235.35,21132220847.49
2019-11-04,9412.61,26170255634.42
2019-11-05,9342.53,26198609047.84
2019-11-06,9360.88,23133895764.61
2019-11-07,9267.56,22700383838.52
2019-11-08,8804.88,24333037836.15
2019-11-09,8813.58,17578630605.92
2019-11-10,9055.53,20587919881.03
2019-11-11,8757.79,20265510765.31
2019-11-12,8815.66,20309769107.26
2019-11-13,8808.26,17545755404.60
2019-11-14,8708.10,19084739974.57
2019-11-15,8491.99,21796856471.09
2019-11-16,8550.76,16495389808.41
2019-11-17,8577.98,18668638896.63
2019-11-18,8309.29,21579470673.41
2019-11-19,8206.15,21083613815.95
2019-11-20,8027.27,20764300436.84
2019-11-21,7642.75,22514243371.47
2019-11-22,7296.58,34242315784.81
2019-11-23,7397.80,21008924417.70
2019-11-24,7047.92,30433517289.47
2019-11-25,7146.13,42685231261.74
2019-11-26,7218.37,21129505542.49
2019-11-27,7531.66,23991412764.14
2019-11-28,7463.11,19050116751.27
2019-11-29,7761.24,19709695455.78
2019-11-30,7569.63,17158194786.41
2019-12-01,7424.29,18720708479.35
2019-12-02,7321.99,17082040705.78
2019-12-03,7320.15,14797485769.10
2019-12-04,7252.03,21664240918.45
2019-12-05,7448.31,18816085231.30
2019-12-06,7547.00,18104466306.77
2019-12-07,7556.24,15453520564.06
2019-12-08,7564.35,15409908086.20
2019-12-09,7400.90,17872021272.39
2019-12-10,7278.12,18249031194.89
2019-12-11,7217.43,16350490689.28
2019-12-12,7243.13,18927080224.02
2019-12-13,7269.68,17125736940.17
2019-12-14,7124.67,17137029729.95
2019-12-15,7152.30,16881129804.30
2019-12-16,6932.48,20213265949.62
2019-12-17,6640.52,22363804217.34
2019-12-18,7276.80,31836522778.20
2019-12-19,7202.84,25904604415.96
2019-12-20,7218.82,22633815180.05
2019-12-21,7191.16,19312552168.11
2019-12-22,7511.59,23134537956.15
2019-12-23,7355.63,27831788041.21
2019-12-24,7322.53,22991622105.41
2019-12-25,7275.16,21559505148.81
2019-12-26,7238.97,22787010034.35
2019-12-27,7290.09,22777360995.57
2019-12-28,7317.99,21365673026.12
2019-12-29,7422.65,22445257701.74
2019-12-30,7293.00,22874131671.99
2019-12-31,7193.60,21167946112.30
2020-01-01,7200.17,18565664996.79
2020-01-02,6985.47,20802083465.33
2020-01-03,7344.88,28111481031.94
2020-01-04,7410.66,18444271274.76
2020-01-05,7411.32,19725074094.54
2020-01-06,7769.22,23276261598.25
2020-01-07,8163.69,28767291326.97
2020-01-08,8079.86,31672559264.52
2020-01-09,7879.07,24045990465.65
2020-01-10,8166.55,28714583843.78
2020-01-11,8037.54,25521165085.37
2020-01-12,8192.49,22903438381.39
2020-01-13,8144.19,22482910687.90
2020-01-14,8827.76,44841784107.18
2020-01-15,8807.01,40102834649.97
2020-01-16,8723.79,31313981930.82
2020-01-17,8929.04,36372139320.44
2020-01-18,8942.81,32337772626.80
2020-01-19,8706.25,34217320471.40
2020-01-20,8657.64,26422375678.05
2020-01-21,8745.89,24097418512.01
2020-01-22,8680.88,22600204050.58
2020-01-23,8406.52,25770680778.69
2020-01-24,8445.43,24397913025.68
2020-01-25,8367.85,19647331548.68
2020-01-26,8596.83,22177678795.56
2020-01-27,8909.82,28647338393.17
2020-01-28,9358.59,34398744402.69
2020-01-29,9316.63,30682598115.46
2020-01-30,9508.99,32378792850.88
2020-01-31,9350.53,29432489719.13
2020-02-01,9392.88,25922656496.18
2020-02-02,9344.37,30835736946.11
2020-02-03,9293.52,30934096508.74
2020-02-04,9180.96,29893183716.09
2020-02-05,9613.42,35222060874.46
2020-02-06,9729.80,37628823715.51
2020-02-07,9795.94,34522718159.47
2020-02-08,9865.12,35172043761.83
2020-02-09,10116.67,35807884663.42
2020-02-10,9856.61,39386548074.70
2020-02-11,10208.24,37648059388.69
2020-02-12,10326.05,43444303830.23
2020-02-13,10214.38,49356071372.93
2020-02-14,10312.12,43338264161.56
2020-02-15,9889.42,43865054831.00
2020-02-16,9934.43,43374780305.44
2020-02-17,9690.14,45998298412.60
2020-02-18,10142.00,47271023953.43
2020-02-19,9633.39,46992019709.92
2020-02-20,9608.48,44925260236.83
2020-02-21,9686.44,40930547512.66
2020-02-22,9663.18,35838025154.26
2020-02-23,9924.52,41185185761.49
2020-02-24,9650.17,45080496648.35
2020-02-25,9341.71,42515259129.21
2020-02-26,8820.52,50420050761.92
2020-02-27,8784.49,45470195695.09
2020-02-28,8672.46,44605450442.74
2020-02-29,8599.51,35792392544.01
2020-03-01,8562.45,35349164300.14
2020-03-02,8869.67,42857674408.88
2020-03-03,8787.79,42386715820.56
2020-03-04,8755.25,34746706368.15
2020-03-05,9078.76,39698054597.43
2020-03-06,9122.55,40826885650.94
2020-03-07,8909.95,36216930369.67
2020-03-08,8108.12,39973102120.57
2020-03-09,7923.64,46936995808.18
2020-03-10,7909.73,42213940993.61
2020-03-11,7911.43,38682762604.64
2020-03-12,4970.79,53980357243.05
2020-03-13,5563.71,74156772074.96
2020-03-14,5200.37,36154506007.58
2020-03-15,5392.31,33997889638.76
2020-03-16,5014.48,45368026429.62
2020-03-17,5225.63,38622642935.25
2020-03-18,5238.44,37878801016.34
2020-03-19,6191.19,51000731797.43
2020-03-20,6198.78,54442976102.51
2020-03-21,6185.07,42494390879.61
2020-03-22,5830.25,40099664740.06
2020-03-23,6416.31,46491915999.72
2020-03-24,6734.80,48221910672.25
2020-03-25,6681.06,44590107887.94
2020-03-26,6716.44,35319797641.53
2020-03-27,6469.80,34585598366.55
2020-03-28,6242.19,34885225901.01
2020-03-29,5922.04,28373690930.54
2020-03-30,6429.84,37101651525.30
2020-03-31,6438.64,32786468812.08
2020-04-01,6606.78,40346426265.73
2020-04-02,6793.62,47660646124.41
2020-04-03,6733.39,38976504902.97
2020-04-04,6867.53,33185988583.80
2020-04-05,6791.13,29510409856.11
2020-04-06,7271.78,46896904614.93
2020-04-07,7176.41,44243482667.85
2020-04-08,7334.10,37563249548.94
2020-04-09,7302.09,34815139177.59
2020-04-10,6865.49,43622840991.71
2020-04-11,6859.08,31222085946.27
2020-04-12,6971.09,35759567632.29
2020-04-13,6845.04,38619308647.44
2020-04-14,6842.43,34110434051.86
2020-04-15,6642.11,32288311030.76
2020-04-16,7116.80,46783242376.70
2020-04-17,7096.18,32513423567.43
2020-04-18,7257.66,32447188385.93
2020-04-19,7189.42,31311210215.32
2020-04-20,6881.96,37747113935.85
2020-04-21,6880.32,32589741510.73
2020-04-22,7117.21,33249153865.76
2020-04-23,7429.72,43500782316.07
2020-04-24,7550.90,34636526285.80
2020-04-25,7569.94,32941541446.93
2020-04-26,7679.87,33070154490.75
2020-04-27,7795.60,36162144724.71
2020-04-28,7807.06,33187959920.92
2020-04-29,8801.04,60201052202.54
2020-04-30,8658.55,66964629541.31
2020-05-01,8864.77,44068389996.94
2020-05-02,8988.60,40134388683.23
2020-05-03,8897.47,47101785174.26
2020-05-04,8912.65,45718796275.55
2020-05-05,9003.07,43148462663.17
2020-05-06,9268.76,49371886931.48
2020-05-07,9951.52,61112700562.08
2020-05-08,9842.67,51780748041.95
2020-05-09,9593.90,46566121841.11
2020-05-10,8756.43,63325279336.96
2020-05-11,8601.80,57119858801.94
2020-05-12,8804.48,42142717533.17
2020-05-13,9269.99,45558144023.02
2020-05-14,9733.72,56426907637.29
2020-05-15,9328.20,48158802327.34
2020-05-16,9377.01,36164766407.63
2020-05-17,9670.74,40084250662.96
2020-05-18,9726.57,41827139895.62
2020-05-19,9729.04,39254288954.98
2020-05-20,9522.98,36546239702.55
2020-05-21,9081.76,39326160532.43
2020-05-22,9182.58,29810773699.23
2020-05-23,9209.29,27727866811.67
2020-05-24,8790.37,32518803299.58
2020-05-25,8906.93,31288157264.19
2020-05-26,8835.05,29584186947.02
2020-05-27,9181.02,32740536902.33
2020-05-28,9525.75,34367073114.46
2020-05-29,9439.12,32896642044.26
2020-05-30,9700.41,32722975141.20
2020-05-31,9461.06,27773290298.51
2020-06-01,10167.27,35198901068.39
2020-06-02,9529.80,39137252108.67
2020-06-03,9656.72,25007459262.16
2020-06-04,9800.64,25921805071.98
2020-06-05,9665.53,23509628646.20
2020-06-06,9653.68,20438419222.33
2020-06-07,9758.85,25015250845.66
2020-06-08,9771.49,21486346311.91
2020-06-09,9795.70,23717842782.98
2020-06-10,9870.09,25706567600.57
2020-06-11,9321.78,30247143440.18
2020-06-12,9480.84,22610564515.31
2020-06-13,9475.28,17564322315.20
2020-06-14,9386.79,18991732745.51
2020-06-15,9450.70,26699704768.46
2020-06-16,9538.02,21565537208.86
2020-06-17,9480.26,20177709879.15
2020-06-18,9411.84,17770083002.70
2020-06-19,9288.02,19632223107.38
2020-06-20,9332.34,17130541557.31
2020-06-21,9303.63,15324301168.83
2020-06-22,9648.72,21104009513.97
2020-06-23,9629.66,17006433272.04
2020-06-24,9313.61,18961716075.60
2020-06-25,9264.81,18616048626.11
2020-06-26,9162.92,18341465836.60
2020-06-27,9045.39,17273093144.40
2020-06-28,9143.58,14560870760.22
2020-06-29,9190.85,16460547078.04
2020-06-30,9137.99,15735797743.99
2020-07-01,9228.33,15971550355.23
2020-07-02,9123.41,16338916796.02
2020-07-03,9087.30,13078970998.64
2020-07-04,9132.49,12290528515.11
2020-07-05,9073.94,12903406143.35
2020-07-06,9375.47,17889263251.96
2020-07-07,9252.28,13839652594.65
2020-07-08,9428.33,19702359882.90
2020-07-09,9277.97,18000702524.13
2020-07-10,9278.81,16860035604.80
2020-07-11,9240.35,13249910444.07
2020-07-12,9276.50,14452361906.81
2020-07-13,9243.61,17519821266.48
2020-07-14,9243.21,18085038362.45
2020-07-15,9192.84,15844731575.20
2020-07-16,9132.23,15713967522.66
2020-07-17,9151.39,13944570749.50
2020-07-18,9159.04,12252601474.79
2020-07-19,9185.82,12939002784.01
2020-07-20,9164.23,13755604145.72
2020-07-21,9374.89,18069581955.55
2020-07-22,9525.36,16532254884.44
2020-07-23,9581.07,18146399001.70
2020-07-24,9536.89,16552768324.66
2020-07-25,9677.11,16610070932.79
2020-07-26,9905.17,20507998996.69
2020-07-27,10990.87,35359749590.12
2020-07-28,10912.82,28766551141.78
2020-07-29,11100.47,24617249714.51
2020-07-30,11111.21,22857247900.67
2020-07-31,11323.47,23160469766.39
2020-08-01,11759.59,26075670302.80
2020-08-02,11053.61,27410067336.02
2020-08-03,11246.35,20271713443.26
2020-08-04,11205.89,21250197042.20
2020-08-05,11747.02,24411254471.12
2020-08-06,11779.77,23400740340.13
2020-08-07,11601.47,23132312867.15
2020-08-08,11754.05,17572057837.41
2020-08-09,11675.74,17489608833.29
2020-08-10,11878.11,26114112569.42
2020-08-11,11410.53,27039782639.91
2020-08-12,11584.93,25064548486.49
2020-08-13,11784.14,27522199497.23
2020-08-14,11768.87,24237958589.06
2020-08-15,11865.70,23354924400.34
2020-08-16,11892.80,20583375490.17
2020-08-17,12254.40,28227687026.77
2020-08-18,11991.23,26043227671.88
2020-08-19,11758.28,24502851117.26
2020-08-20,11878.37,20175242944.67
2020-08-21,11592.49,23762425998.95
2020-08-22,11681.83,20224191305.96
2020-08-23,11664.85,18482062657.80
2020-08-24,11774.60,20681511754.57
2020-08-25,11366.14,26301509931.93
2020-08-26,11488.36,22466660957.63
2020-08-27,11323.40,23240415075.98
2020-08-28,11542.50,19807127587.51
2020-08-29,11506.87,17485597759.14
2020-08-30,11711.51,19760127944.66
2020-08-31,11680.82,22285928250.31
2020-09-01,11970.48,27311555343.11
2020-09-02,11414.03,28037405298.84
2020-09-03,10245.30,31927261554.77
2020-09-04,10511.81,29965130373.75
2020-09-05,10169.57,44916565291.55
2020-09-06,10280.35,37071460174.47
2020-09-07,10369.56,33703098409.31
2020-09-08,10131.52,33430927462.23
2020-09-09,10242.35,24128292754.85
2020-09-10,10363.14,54406443210.51
2020-09-11,10400.91,45201121774.78
2020-09-12,10442.17,36750077323.54
2020-09-13,10323.76,36506852789.30
2020-09-14,10680.84,35453581939.72
2020-09-15,10796.95,32509451925.05
2020-09-16,10974.90,30769986454.53
2020-09-17,10948.99,38151810523.05
2020-09-18,10944.59,26341903912.39
2020-09-19,11094.35,22764204007.57
2020-09-20,10938.27,24699523787.72
2020-09-21,10462.26,28884999243.67
2020-09-22,10538.46,23621787803.58
2020-09-23,10246.19,23788661866.99
2020-09-24,10760.07,47144380901.69
2020-09-25,10692.72,39348590957.36
2020-09-26,10750.72,46852525492.63
2020-09-27,10775.27,53745972818.15
2020-09-28,10709.65,47762394730.65
2020-09-29,10844.64,46582396602.08
2020-09-30,10784.49,44171073700.19
2020-10-01,10619.45,40023134099.57
2020-10-02,10575.98,48661453917.96
2020-10-03,10549.33,44660271563.32
2020-10-04,10669.58,71251776994.76
2020-10-05,10793.34,47537578008.85
2020-10-06,10604.41,42623695307.43
2020-10-07,10668.97,37799458435.80
2020-10-08,10915.69,63314794397.11
2020-10-09,11064.46,22799117612.79
2020-10-10,11296.36,22877978587.76
2020-10-11,11384.18,19968627059.96
2020-10-12,11555.36,26163972641.65
2020-10-13,11425.90,24241420250.86
2020-10-14,11429.51,24103426719.26
2020-10-15,11495.35,24487233057.77
2020-10-16,11322.12,25635480771.68
2020-10-17,11358.10,19130430173.84
2020-10-18,11483.36,18283314340.34
2020-10-19,11742.04,23860769927.72
2020-10-20,11916.34,30915821592.10
2020-10-21,12823.69,43414712626.05
2020-10-22,12965.89,34729759598.05
2020-10-23,12931.54,28974975002.91
2020-10-24,13108.06,24542317939.96
2020-10-25,13031.17,24406920575.04
2020-10-26,13075.25,29461458313.16
2020-10-27,13654.22,33749878155.99
2020-10-28,13271.29,35867318894.92
2020-10-29,13437.88,56499499598.28
2020-10-30,13546.52,30581485200.68
2020-10-31,13780.99,30306464718.76
2020-11-01,13737.11,24453857900.09
2020-11-02,13550.49,30771455467.79
2020-11-03,13950.30,29869951617.25
2020-11-04,14133.71,35116364961.76
2020-11-05,15579.85,40856321438.54
2020-11-06,15565.88,39837841971.45
2020-11-07,14833.75,35024953705.62
2020-11-08,15479.57,26632075028.85
2020-11-09,15332.32,34149115565.70
2020-11-10,15290.90,25574938143.15
2020-11-11,15701.34,29772374934.01
2020-11-12,16276.34,34175758344.06
2020-11-13,16317.81,31599492172.18
2020-11-14,16068.14,27481710135.41
2020-11-15,15955.59,23653867582.70
2020-11-16,16716.11,31526766675.19
2020-11-17,17645.41,39006849169.81
2020-11-18,17804.01,49064800277.87
2020-11-19,17817.09,36985055355.39
2020-11-20,18621.31,36992873939.99
2020-11-21,18642.23,39650210707.30
2020-11-22,18370.00,41280434225.93
2020-11-23,18364.12,42741112307.90
2020-11-24,19107.46,51469565008.67
2020-11-25,18732.12,43710357371.46
2020-11-26,17150.62,61396835736.94
2020-11-27,17108.40,38886494645.12
2020-11-28,17717.42,32601040733.64
2020-11-29,18177.48,31133957704.27
2020-11-30,19625.84,47728480399.28
2020-12-01,18803.00,49633658712.12
2020-12-02,19201.09,37387697138.68
2020-12-03,19445.40,31930317405.27
2020-12-04,18699.77,33872388057.72
2020-12-05,19154.23,27242455063.89
2020-12-06,19345.12,25293775713.52
2020-12-07,19191.63,26896357742.24
2020-12-08,18321.14,31692288756.38
2020-12-09,18553.92,34420373070.86
2020-12-10,18264.99,25547132265.47
2020-12-11,18058.90,27919640985.34
2020-12-12,18803.66,21752580801.79
2020-12-13,19142.38,25450468636.54
2020-12-14,19246.64,22473997681.14
2020-12-15,19417.08,26741982541.50
2020-12-16,21310.60,44409011479.22
2020-12-17,22805.16,71378606373.62
2020-12-18,23137.96,40387896274.68
2020-12-19,23869.83,38487546579.56
2020-12-20,23477.30,37844228421.87
2020-12-21,22803.08,45852713980.89
2020-12-22,23783.03,44171632680.60
2020-12-23,23241.34,51146161904.32
2020-12-24,23735.95,41080759712.62
2020-12-25,24664.79,42068395845.63
2020-12-26,26437.04,48332647295.43
2020-12-27,26272.29,66479895605.09
2020-12-28,27084.81,49056742892.61
2020-12-29,27362.44,45265946774.40
2020-12-30,28840.95,51287442703.98
2020-12-31,29001.72,46754964848.19
2021-01-01,29374.15,40730301358.64
2021-01-02,32127.27,67865420765.46
2021-01-03,32782.02,78665235201.84
2021-01-04,31971.91,81163475344.18
2021-01-05,33992.43,67547324781.68
2021-01-06,36824.36,75289433810.59
2021-01-07,39371.04,84762141031.49
2021-01-08,40797.61,88107519479.50
2021-01-09,40254.55,61984162837.07
2021-01-10,38356.44,79980747690.35
2021-01-11,35566.66,123320567398.62
2021-01-12,33922.96,74773277909.46
2021-01-13,37316.36,69364315979.28
2021-01-14,39187.33,63615990033.01
2021-01-15,36825.37,67760757880.72
2021-01-16,36178.14,57706187875.10
2021-01-17,35791.28,52359854336.21
2021-01-18,36630.08,49511702429.35
2021-01-19,36069.81,57244195485.50
2021-01-20,35547.75,66834573161.30
2021-01-21,30825.70,75643067687.74
2021-01-22,33005.76,77207272511.13
2021-01-23,32067.64,48354737975.29
2021-01-24,32289.38,48643830599.36
2021-01-25,32366.39,59897054837.94
2021-01-26,32569.85,60255421470.41
2021-01-27,30432.55,62576762015.47
2021-01-28,33466.10,76517157706.32
2021-01-29,34316.39,117894572510.68
2021-01-30,34269.52,65141828798.26
2021-01-31,33114.36,52754542671.38
2021-02-01,33537.18,61400400660.27
2021-02-02,35510.29,63088585433.12
2021-02-03,37472.09,61166818158.83
2021-02-04,36926.06,68838074391.61
2021-02-05,38144.31,58598066402.24
2021-02-06,39266.01,71326033652.98
2021-02-07,38903.44,65500641143.12
2021-02-08,46196.46,101467222686.67
2021-02-09,46481.10,91809846885.69
2021-02-10,44918.18,87301089896.44
2021-02-11,47909.33,81388911809.85
2021-02-12,47504.85,76555041195.79
2021-02-13,47105.52,70250456155.05
2021-02-14,48717.29,71248675228.22
2021-02-15,47945.06,77069903166.39
2021-02-16,49199.87,77049582885.51
2021-02-17,52149.01,80820545404.32
2021-02-18,51679.80,52054723578.67
2021-02-19,55888.13,63495496917.85
2021-02-20,56099.52,68145460025.92
2021-02-21,57539.94,51897585190.58
2021-02-22,54207.32,92052420331.57
2021-02-23,48824.43,106102492824.11
2021-02-24,49705.33,63695521388.34
2021-02-25,47093.85,54506565949.11
2021-02-26,46339.76,350967941479.06
2021-02-27,46188.45,45910946381.80
2021-02-28,45137.77,53443887450.79
2021-03-01,49631.24,53891300112.16
2021-03-02,48378.99,47530897720.12
2021-03-03,50538.24,53220811974.56
2021-03-04,48561.17,52343816679.73
2021-03-05,48927.30,48625928883.43
2021-03-06,48912.38,34363564660.53
2021-03-07,51206.69,43137459377.73
2021-03-08,52246.52,48597428048.17
2021-03-09,54824.12,50912227384.88
2021-03-10,56008.55,57295577613.75
2021-03-11,57805.12,56772343594.84
2021-03-12,57332.09,55689944702.29
2021-03-13,61243.08,60669829814.23
2021-03-14,59302.32,43901225563.85
2021-03-15,55907.20,66419369889.68
2021-03-16,56804.90,59749798598.67
2021-03-17,58870.89,60258313191.17
2021-03-18,57858.92,55746041000.38
2021-03-19,58346.65,49063873785.50
2021-03-20,58313.64,50361731221.71
2021-03-21,57523.42,51943414539.37
2021-03-22,54529.15,56521454974.29
2021-03-23,54738.94,56435023913.75
2021-03-24,52774.26,70567223786.51
2021-03-25,51704.16,67999812841.02
2021-03-26,55137.31,56652197977.51
2021-03-27,55973.51,47266542233.37
2021-03-28,55950.75,47686580917.99
2021-03-29,57750.20,57625587027.04
2021-03-30,58917.69,54414116432.02
